target_point;heading;velocity;acceleration;stay_point
no;-6.5125;0.890639;0.471314;no
no;-1.57176;-0.000882;0.008404;no
no;-4.74005;0.025295;0.004464;no
no;-3.06272;-1.09122;-0.481548;yes
no;-3.08085;-1.09261;-0.481845;no
no;-2.89267;-1.06089;-0.471093;no
yes;-6.27242;1.09457;0.481843;no
no;-6.45925;1.0777;0.471214;no
no;-1.5167;0.059183;0.0088;no
no;-4.68651;-0.02832;0.0048;no
no;-3.02254;-1.17777;-0.481887;yes
no;-3.01889;-1.17725;-0.481847;no
no;-2.82884;-1.12863;-0.470915;no
yes;-6.20968;1.18296;0.481851;no
no;-6.39711;1.17848;0.471219;no
no;-1.43743;0.157722;0.017076;no
no;-4.63317;-0.093869;0.009017;no
no;-3.23232;-1.13177;-0.48153;yes
no;-3.24975;-1.1298;-0.481826;no
no;-3.0586;-1.13254;-0.470627;no
yes;-6.44443;1.1217;0.481824;no
no;-6.6342;1.06715;0.470754;no
no;-1.68763;-0.132471;0.008575;no
no;-4.85683;0.16358;0.004732;no
no;-3.29384;-1.09079;-0.639257;yes
no;-3.3144;-1.08712;-0.639756;no
no;-3.12149;-1.10333;-0.624503;no
yes;-6.51099;1.07505;0.639759;no
no;-6.7026;1.00791;0.624712;no
no;-1.75455;-0.201644;0.010655;no
no;-4.92179;0.229398;0.005757;no
no;-3.25342;-1.13006;-0.639331;yes
no;-3.27117;-1.12763;-0.63975;no
no;-3.07676;-1.13478;-0.624242;no
yes;-6.46845;1.11771;0.639753;no
no;-6.66147;1.05677;0.624468;no
no;-1.71081;-0.158704;0.011204;no
no;-4.87939;0.189022;0.006062;no
no;-3.19777;-0.917296;-0.481715;yes
no;-3.20424;-0.916943;-0.481811;no
no;-3.00699;-0.910434;-0.469864;no
yes;-6.40114;0.91236;0.481809;no
no;-6.59702;0.873871;0.469995;no
no;-1.64432;-0.067487;0.008052;no
no;-4.81187;0.091246;0.004459;no
no;-3.19569;-0.904344;-0.481856;yes
no;-3.19162;-0.904536;-0.481805;no
no;-2.99178;-0.895525;-0.469532;no
yes;-6.38926;0.900579;0.481806;no
no;-6.58627;0.864388;0.469845;no
no;-1.61504;-0.04006;0.016306;no
no;-4.80896;0.087321;0.008908;no
no;-3.40834;-0.875707;-0.481621;yes
no;-3.41756;-0.873462;-0.481776;no
no;-3.21585;-0.90531;-0.4691;no
yes;-6.6193;0.857013;0.481777;no
no;-6.81816;0.780975;0.469425;no
no;-1.84385;-0.244809;0.015924;no
no;-5.03682;0.289384;0.008839;no
no;-3.40244;-0.947139;-0.481472;yes
no;-3.418;-0.943089;-0.481763;no
no;-3.21558;-0.977618;-0.468922;no
yes;-6.62138;0.92477;0.481766;no
no;-6.82234;0.841238;0.469111;no
no;-1.86145;-0.280928;0.008084;no
no;-5.02904;0.305248;0.004447;no
no;-3.30897;-1.046;-0.481528;yes
no;-3.32139;-1.04373;-0.481754;no
no;-3.11774;-1.06052;-0.468718;no
yes;-6.52596;1.02972;0.481757;no
no;-6.72819;0.95751;0.468902;no
no;-1.76627;-0.206041;0.007677;no
no;-4.93258;0.231698;0.004236;no
no;-3.2527;-1.03249;-0.481654;yes
no;-3.25857;-1.0318;-0.481752;no
no;-3.053;-1.03482;-0.468491;no
yes;-6.46334;1.02208;0.481756;no
no;-6.6674;0.963153;0.468687;no
no;-1.70295;-0.136894;0.007967;no
no;-4.87018;0.163247;0.004389;no
no;-3.36781;-1.10905;-0.481307;yes
no;-3.38735;-1.10385;-0.481718;no
no;-3.18055;-1.13718;-0.4681;no
yes;-6.59649;1.08264;0.481722;no
no;-6.80183;0.988378;0.468294;no
no;-1.83488;-0.297052;0.007506;no
no;-5.00077;0.323655;0.004205;no
no;-3.35843;-1.09401;-0.481399;yes
no;-3.37317;-1.09034;-0.4817;no
no;-3.16378;-1.11997;-0.467675;no
yes;-6.58418;1.06988;0.481709;no
no;-6.79059;0.979097;0.468081;no
no;-1.80601;-0.261071;0.0151;no
no;-4.99658;0.314094;0.008504;no
no;-3.345;-1.08889;-0.481278;yes
no;-3.36387;-1.08446;-0.481688;no
no;-3.15342;-1.11174;-0.467468;no
yes;-6.57657;1.06431;0.481692;no
no;-6.78553;0.974458;0.467673;no
no;-1.81347;-0.267168;0.007368;no
no;-4.979;0.29292;0.004167;no
no;-0.397756;-1.08889;-0.481278;yes
no;-3.12854;-0.97813;-0.481669;no
no;-2.90674;-0.951361;-0.46597;no
yes;-6.3437;0.976422;0.481669;no
no;-6.5655;0.939489;0.46597;no
no;-1.59453;-0.023213;0;no
no;-4.73612;0.023213;0;no
no;-3.14195;-1.03915;-0.481806;yes
no;-3.07701;-1.03699;-0.481665;no
no;-2.85277;-0.996113;-0.465643;no
yes;-6.29229;1.03911;0.48167;no
no;-6.51486;1.01139;0.465885;no
no;-1.52794;0.044518;0.007354;no
no;-4.69335;-0.019786;0.004123;no
no;-3.21222;-1.00774;-0.48189;yes
no;-3.15332;-1.01019;-0.481646;no
no;-2.92614;-0.986899;-0.465142;no
yes;-6.37074;1.00639;0.48165;no
no;-6.59459;0.961666;0.465591;no
no;-1.59086;-0.020264;0.014315;no
no;-4.77916;0.06741;0.008199;no
no;-3.1885;-1.01271;-0.481796;yes
no;-3.12175;-1.01363;-0.481646;no
no;-2.89339;-0.982756;-0.464994;no
yes;-6.33943;1.01222;0.481645;no
no;-6.56608;0.973528;0.465205;no
no;-1.57401;-0.003257;0.007212;no
no;-4.73926;0.027234;0.004188;no
no;-3.25322;-1.01096;-0.481893;yes
no;-3.19353;-1.01592;-0.481625;no
no;-2.96234;-1.00099;-0.464485;no
yes;-6.41286;1.00875;0.481636;no
no;-6.64062;0.952997;0.465002;no
no;-1.63222;-0.062448;0.014308;no
no;-4.82027;0.109534;0.008081;no
no;-3.23123;-1.02258;-0.481876;yes
no;-3.1697;-1.02629;-0.481622;no
no;-2.93737;-1.00536;-0.464318;no
yes;-6.38931;1.02092;0.481634;no
no;-6.6199;0.969045;0.464626;no
no;-1.6233;-0.053879;0.007202;no
no;-4.78799;0.077542;0.00393;no
no;-3.20876;-0.975633;-0.481825;yes
no;-3.14249;-0.977838;-0.481615;no
no;-2.90683;-0.951015;-0.463836;no
yes;-6.36285;0.974737;0.481627;no
no;-6.59496;0.930698;0.464381;no
no;-1.58167;-0.010634;0.014325;no
no;-4.76974;0.056052;0.008075;no
no;-3.22956;-0.952325;-0.481858;yes
no;-3.16545;-0.955749;-0.481603;no
no;-2.92753;-0.9342;-0.463458;no
yes;-6.38701;0.950873;0.481616;no
no;-6.62131;0.901889;0.464019;no
no;-1.60532;-0.033002;0.014283;no
no;-4.79328;0.077251;0.008062;no
no;-3.38296;-0.938286;-0.481988;yes
no;-3.33582;-0.948127;-0.48157;no
no;-3.09672;-0.965323;-0.463082;no
yes;-6.56065;0.929339;0.481584;no
no;-6.7979;0.841098;0.46342;no
no;-1.79206;-0.212062;0.007196;no
no;-4.95681;0.233841;0.003968;no
no;-3.35099;-0.931419;-0.481993;yes
no;-3.30564;-0.939435;-0.481551;no
no;-3.06337;-0.949308;-0.462526;no
yes;-6.53202;0.922892;0.481572;no
no;-6.77055;0.841353;0.46317;no
no;-1.74835;-0.168187;0.014173;no
no;-4.93588;0.211044;0.007964;no
no;-3.25015;-0.942546;-0.401993;yes
no;-3.20149;-0.946427;-0.401635;no
no;-2.95794;-0.932183;-0.385649;no
yes;-6.42835;0.938155;0.401635;no
no;-6.66995;0.878092;0.385871;no
no;-1.65853;-0.083078;0.00595;no
no;-4.82364;0.105262;0.003503;no
no;-3.1449;-0.994343;-0.401964;yes
no;-3.08907;-0.992977;-0.401639;no
no;-2.84356;-0.950514;-0.385456;no
yes;-6.31507;0.993843;0.401645;no
no;-6.55866;0.956859;0.385715;no
no;-1.54598;0.024675;0.0059;no
no;-4.71057;-0.001806;0.003346;no
no;-3.29404;-0.904825;-0.481993;yes
no;-3.24751;-0.910311;-0.481531;no
no;-2.99921;-0.906177;-0.461567;no
yes;-6.47648;0.898392;0.481539;no
no;-6.72279;0.828403;0.461895;no
no;-1.70582;-0.123229;0.007121;no
no;-4.87062;0.144248;0.004066;no
no;-3.29487;-0.847082;-0.32;yes
no;-3.2498;-0.852117;-0.31968;no
no;-2.99769;-0.848271;-0.306008;no
yes;-6.48001;0.840582;0.319691;no
no;-6.72806;0.773702;0.306457;no
no;-1.69431;-0.105599;0.009402;no
no;-4.88208;0.144752;0.005373;no
no;-3.26253;-0.843759;-0.239998;yes
no;-3.21814;-0.847478;-0.239756;no
no;-2.96455;-0.836681;-0.229388;no
yes;-6.44873;0.838347;0.239764;no
no;-6.70024;0.777111;0.229585;no
no;-1.6773;-0.090352;0.003579;no
no;-4.84204;0.109888;0.001976;no
no;-3.32557;-0.812173;-0.23999;yes
no;-3.2871;-0.817384;-0.23974;no
no;-3.02982;-0.820959;-0.229017;no
yes;-6.52064;0.802934;0.239749;no
no;-6.7737;0.728707;0.229376;no
no;-1.73343;-0.133763;0.00702;no
no;-4.92107;0.171144;0.00403;no
no;-3.33826;-0.823946;-0.239971;yes
no;-3.30568;-0.828857;-0.239727;no
no;-3.046;-0.836306;-0.228763;no
yes;-6.54145;0.812278;0.239737;no
no;-6.79684;0.731724;0.229132;no
no;-1.75328;-0.152463;0.006987;no
no;-4.94077;0.19021;0.004028;no
no;-3.25584;-0.794377;-0.239981;yes
no;-3.22016;-0.797122;-0.239725;no
no;-2.95759;-0.786092;-0.228538;no
yes;-6.45631;0.787637;0.239735;no
no;-6.71449;0.726364;0.228919;no
no;-1.66784;-0.07747;0.007016;no
no;-4.85548;0.114022;0.004035;no
no;-3.17535;-0.841315;-0.239984;yes
no;-3.13852;-0.84179;-0.239725;no
no;-2.87358;-0.811741;-0.228365;no
yes;-6.37462;0.838278;0.239735;no
no;-6.63509;0.790207;0.228755;no
no;-1.58612;-0.012899;0.007028;no
no;-4.77379;0.051658;0.00403;no
no;-3.12928;-0.739541;-0.161993;yes
no;-3.08626;-0.738465;-0.161811;no
no;-2.81771;-0.701142;-0.153964;no
yes;-6.32296;0.739012;0.161813;no
no;-6.5869;0.705747;0.154204;no
no;-1.53389;0.027292;0.004733;no
no;-4.72196;0.007078;0.002795;no
no;-2.98836;-0.822733;-0.161994;yes
no;-2.93741;-0.815194;-0.161817;no
no;-2.66646;-0.740276;-0.153885;no
yes;-6.17176;0.827325;0.161824;no
no;-6.43803;0.822527;0.154164;no
no;-1.38367;0.154876;0.004821;no
no;-4.57188;-0.116591;0.00273;no
no;-3.11864;-0.772709;0;yes
no;-3.07038;-0.770953;0;no
no;-2.79632;-0.727297;0;no
yes;-6.30761;0.772682;0;no
no;-6.57688;0.739818;0;no
no;-1.51811;0.040702;0;no
no;-4.70638;-0.004644;0;no
no;-3.11883;-0.763597;0;yes
no;-3.06642;-0.761638;0;no
no;-2.7893;-0.716887;0;no
yes;-6.30386;0.763632;0;no
no;-6.57608;0.731268;0;no
no;-1.51419;0.043212;0;no
no;-4.70253;-0.007532;0;no
no;-3.06537;-0.828029;0;yes
no;-3.00774;-0.823012;0;no
no;-2.72806;-0.76044;0;no
yes;-6.24446;0.829818;0;no
no;-6.51917;0.807424;0;no
no;-1.45507;0.095886;0;no
no;-4.64346;-0.057197;0;no
no;-2.97913;-0.85042;0;yes
no;-2.91452;-0.839647;0;no
no;-2.63182;-0.752199;0;no
yes;-6.15009;0.854147;0;no
no;-6.42768;0.852787;0;no
no;-1.36091;0.179551;0;no
no;-4.54975;-0.139537;0;no
no;-2.97343;-0.8892;0;yes
no;-2.90228;-0.876219;0;no
no;-2.61675;-0.780524;0;no
yes;-6.13684;0.89228;0;no
no;-6.41717;0.893838;0;no
no;-1.34802;0.199273;0;no
no;-4.53699;-0.157387;0;no
no;-3.02596;-0.837558;0;yes
no;-2.95372;-0.828352;0;no
no;-2.66466;-0.749095;0;no
yes;-6.18927;0.839473;0;no
no;-6.47301;0.828043;0;no
